Freq.	V(n002)
1.01964850185541e+000	(2.78367849074600e+001dB,4.07733913179032e+001°)
1.05560632861832e+000	(2.79113929263149e+001dB,3.95054262734216e+001°)
1.09283220540352e+000	(2.79816196548479e+001dB,3.82699054249160e+001°)
1.13137084989848e+000	(2.80476885261978e+001dB,3.70666146632833e+001°)
1.17126855675651e+000	(2.81098154720572e+001dB,3.58952824263512e+001°)
1.21257325320832e+000	(2.81682087129947e+001dB,3.47555850688691e+001°)
1.25533455663481e+000	(2.82230686168999e+001dB,3.36471520576009e+001°)
1.29960383416998e+000	(2.82745876192160e+001dB,3.25695709638254e+001°)
1.34543426440595e+000	(2.83229501986704e+001dB,3.15223922314995e+001°)
1.39288090127381e+000	(2.83683329023411e+001dB,3.05051337049748e+001°)
1.44200074017734e+000	(2.84109044141153e+001dB,2.95172849051324e+001°)
1.49285278645890e+000	(2.84508256608773e+001dB,2.85583110471152e+001°)
1.54549812627976e+000	(2.84882499510795e+001dB,2.76276567968077e+001°)
1.60000000000001e+000	(2.85233231407062e+001dB,2.67247497665334e+001°)
1.65642387814621e+000	(2.85561838220197e+001dB,2.58490037531313e+001°)
1.71483754005808e+000	(2.85869635308548e+001dB,2.49998217241008e+001°)
1.77531115530856e+000	(2.86157869686191e+001dB,2.41765985592140e+001°)
1.83791736799527e+000	(2.86427722355312e+001dB,2.33787235566193e+001°)
1.90273138400437e+000	(2.86680310719982e+001dB,2.26055827135724e+001°)
1.96983106135188e+000	(2.86916691053854e+001dB,2.18565607927273e+001°)
2.03929700371083e+000	(2.87137860997597e+001dB,2.11310431855379e+001°)
2.11121265723664e+000	(2.87344762065054e+001dB,2.04284175845841e+001°)
2.18566441080705e+000	(2.87538282139904e+001dB,1.97480754767988e+001°)
2.26274169979697e+000	(2.87719257947336e+001dB,1.90894134695655e+001°)
2.34253711351302e+000	(2.87888477487628e+001dB,1.84518344613879e+001°)
2.42514650641665e+000	(2.88046682420682e+001dB,1.78347486686001e+001°)
2.51066911326962e+000	(2.88194570392608e+001dB,1.72375745192722e+001°)
2.59920766833997e+000	(2.88332797297129e+001dB,1.66597394248989e+001°)
2.69086852881191e+000	(2.88461979466184e+001dB,1.61006804400716e+001°)
2.78576180254762e+000	(2.88582695785492e+001dB,1.55598448198208e+001°)
2.88400148035468e+000	(2.88695489731974e+001dB,1.50366904836449e+001°)
2.98570557291781e+000	(2.88800871331061e+001dB,1.45306863949542e+001°)
3.09099625255953e+000	(2.88899319032779e+001dB,1.40413128637599e+001°)
3.20000000000002e+000	(2.88991281506206e+001dB,1.35680617802542e+001°)
3.31284775629243e+000	(2.89077179352714e+001dB,1.31104367861153e+001°)
3.42967508011616e+000	(2.89157406738781e+001dB,1.26679533900409e+001°)
3.55062231061713e+000	(2.89232332949694e+001dB,1.22401390334184e+001°)
3.67583473599054e+000	(2.89302303865875e+001dB,1.18265331116228e+001°)
3.80546276800874e+000	(2.89367643363770e+001dB,1.14266869559629e+001°)
3.93966212270376e+000	(2.89428654643557e+001dB,1.10401637808815e+001°)
4.07859400742167e+000	(2.89485621486037e+001dB,1.06665386005968e+001°)
4.22242531447330e+000	(2.89538809441302e+001dB,1.03053981190630e+001°)
4.37132882161410e+000	(2.89588466951720e+001dB,9.95634059671920e+000°)
4.52548339959394e+000	(2.89634826412016e+001dB,9.61897569715178e+000°)
4.68507422702604e+000	(2.89678105169071e+001dB,9.29292431661538e+000°)
4.85029301283332e+000	(2.89718506464195e+001dB,8.97781839895262e+000°)
5.02133822653925e+000	(2.89756220320535e+001dB,8.67330073823530e+000°)
5.19841533667995e+000	(2.89791424378293e+001dB,8.37902477130493e+000°)
5.38173705762382e+000	(2.89824284680305e+001dB,8.09465436199460e+000°)
5.57152360509524e+000	(2.89854956410571e+001dB,7.81986357881126e+000°)
5.76800296070936e+000	(2.89883584588132e+001dB,7.55433646753558e+000°)
5.97141114583562e+000	(2.89910304718736e+001dB,7.29776682010959e+000°)
6.18199250511907e+000	(2.89935243406547e+001dB,7.04985794098571e+000°)
6.40000000000006e+000	(2.89958518928114e+001dB,6.81032241202901e+000°)
6.62569551258488e+000	(2.89980241770740e+001dB,6.57888185686152e+000°)
6.85935016023234e+000	(2.90000515137245e+001dB,6.35526670551674e+000°)
7.10124462123427e+000	(2.90019435419091e+001dB,6.13921596009731e+000°)
7.35166947198109e+000	(2.90037092639658e+001dB,5.93047696207528e+000°)
7.61092553601749e+000	(2.90053570869700e+001dB,5.72880516177269e+000°)
7.87932424540754e+000	(2.90068948615946e+001dB,5.53396389052518e+000°)
8.15718801484335e+000	(2.90083299185388e+001dB,5.34572413588433e+000°)
8.44485062894660e+000	(2.90096691026043e+001dB,5.16386432024765e+000°)
8.74265764322822e+000	(2.90109188045887e+001dB,4.98817008318435e+000°)
9.05096679918790e+000	(2.90120849911256e+001dB,4.81843406771136e+000°)
9.37014845405209e+000	(2.90131732325990e+001dB,4.65445571070761e+000°)
9.70058602566664e+000	(2.90141887292514e+001dB,4.49604103763451e+000°)
1.00426764530785e+001	(2.90151363355988e+001dB,4.34300246169288e+000°)
1.03968306733599e+001	(2.90160205832574e+001dB,4.19515858751350e+000°)
1.07634741152477e+001	(2.90168457022861e+001dB,4.05233401942759e+000°)
1.11430472101905e+001	(2.90176156411330e+001dB,3.91435917440538e+000°)
1.15360059214187e+001	(2.90183340852790e+001dB,3.78107009964477e+000°)
1.19428222916713e+001	(2.90190044746626e+001dB,3.65230829485119e+000°)
1.23639850102382e+001	(2.90196300199584e+001dB,3.52792053916515e+000°)
1.28000000000001e+001	(2.90202137177895e+001dB,3.40775872274933e+000°)
1.32513910251698e+001	(2.90207583649385e+001dB,3.29167968296874e+000°)
1.37187003204647e+001	(2.90212665716206e+001dB,3.17954504513389e+000°)
1.42024892424686e+001	(2.90217407738858e+001dB,3.07122106774463e+000°)
1.47033389439622e+001	(2.90221832452050e+001dB,2.96657849217801e+000°)
1.52218510720350e+001	(2.90225961072422e+001dB,2.86549239673668e+000°)
1.57586484908151e+001	(2.90229813401024e+001dB,2.76784205499987e+000°)
1.63143760296867e+001	(2.90233407915158e+001dB,2.67351079837380e+000°)
1.68897012578932e+001	(2.90236761858778e+001dB,2.58238588278598e+000°)
1.74853152864565e+001	(2.90239891323611e+001dB,2.49435835941230e+000°)
1.81019335983758e+001	(2.90242811326178e+001dB,2.40932294935773e+000°)
1.87402969081042e+001	(2.90245535879460e+001dB,2.32717792219786e+000°)
1.94011720513333e+001	(2.90248078059867e+001dB,2.24782497829477e+000°)
2.00853529061570e+001	(2.90250450069690e+001dB,2.17116913478336e+000°)
2.07936613467199e+001	(2.90252663295456e+001dB,2.09711861514323e+000°)
2.15269482304953e+001	(2.90254728362368e+001dB,2.02558474226182e+000°)
2.22860944203810e+001	(2.90256655185191e+001dB,1.95648183489352e+000°)
2.30720118428375e+001	(2.90258453015482e+001dB,1.88972710742330e+000°)
2.38856445833426e+001	(2.90260130486188e+001dB,1.82524057284428e+000°)
2.47279700204763e+001	(2.90261695652731e+001dB,1.76294494885838e+000°)
2.56000000000003e+001	(2.90263156031834e+001dB,1.70276556700972e+000°)
2.65027820503396e+001	(2.90264518637215e+001dB,1.64463028476423e+000°)
2.74374006409294e+001	(2.90265790013414e+001dB,1.58846940044972e+000°)
2.84049784849372e+001	(2.90266976267145e+001dB,1.53421557096782e+000°)
2.94066778879245e+001	(2.90268083096375e+001dB,1.48180373219951e+000°)
3.04437021440700e+001	(2.90269115817937e+001dB,1.43117102201653e+000°)
3.15172969816302e+001	(2.90270079392823e+001dB,1.38225670582598e+000°)
3.26287520593735e+001	(2.90270978450077e+001dB,1.33500210456590e+000°)
3.37794025157865e+001	(2.90271817308808e+001dB,1.28935052507159e+000°)
3.49706305729130e+001	(2.90272599999143e+001dB,1.24524719275070e+000°)
3.62038671967517e+001	(2.90273330281575e+001dB,1.20263918647812e+000°)
3.74805938162085e+001	(2.90274011664817e+001dB,1.16147537565642e+000°)
3.88023441026667e+001	(2.90274647422600e+001dB,1.12170635936021e+000°)
4.01707058123142e+001	(2.90275240609690e+001dB,1.08328440750226e+000°)
4.15873226934398e+001	(2.90275794076301e+001dB,1.04616340395934e+000°)
4.30538964609907e+001	(2.90276310481872e+001dB,1.01029879158991e+000°)
4.45721888407621e+001	(2.90276792307783e+001dB,9.75647519082012e-001°)
4.61440236856751e+001	(2.90277241869327e+001dB,9.42167989577059e-001°)
4.77712891666852e+001	(2.90277661326821e+001dB,9.09820011002627e-001°)
4.94559400409527e+001	(2.90278052695830e+001dB,8.78564748067263e-001°)
5.12000000000007e+001	(2.90278417857154e+001dB,8.48364675854618e-001°)
5.30055641006792e+001	(2.90278758565248e+001dB,8.19183534970584e-001°)
5.48748012818590e+001	(2.90279076457866e+001dB,7.90986288185499e-001°)
5.68099569698744e+001	(2.90279373062675e+001dB,7.63739078525951e-001°)
5.88133557758490e+001	(2.90279649804797e+001dB,7.37409188769056e-001°)
6.08874042881402e+001	(2.90279908014341e+001dB,7.11965002284482e-001°)
6.30345939632606e+001	(2.90280148932110e+001dB,6.87375965189508e-001°)
6.52575041187471e+001	(2.90280373716026e+001dB,6.63612549763528e-001°)
6.75588050315731e+001	(2.90280583446252e+001dB,6.40646219086835e-001°)
6.99412611458260e+001	(2.90280779130848e+001dB,6.18449392855801e-001°)
7.24077343935035e+001	(2.90280961709836e+001dB,5.96995414339741e-001°)
7.49611876324171e+001	(2.90281132061440e+001dB,5.76258518439817e-001°)
7.76046882053335e+001	(2.90281291003994e+001dB,5.56213800806250e-001°)
8.03414116246284e+001	(2.90281439301390e+001dB,5.36837187987969e-001°)
8.31746453868797e+001	(2.90281577666235e+001dB,5.18105408571714e-001°)
8.61077929219816e+001	(2.90281706763810e+001dB,4.99995965278188e-001°)
8.91443776815244e+001	(2.90281827214357e+001dB,4.82487107984876e-001°)
9.22880473713504e+001	(2.90281939596811e+001dB,4.65557807640328e-001°)
9.55425783333705e+001	(2.90282044451328e+001dB,4.49187731040740e-001°)
9.89118800819056e+001	(2.90282142281902e+001dB,4.33357216439480e-001°)
1.02400000000002e+002	(2.90282233558556e+001dB,4.18047249958740e-001°)
1.06011128201359e+002	(2.90282318720157e+001dB,4.03239442777065e-001°)
1.09749602563718e+002	(2.90282398176059e+001dB,3.88916009064562e-001°)
1.13619913939749e+002	(2.90282472307684e+001dB,3.75059744641101e-001°)
1.17626711551698e+002	(2.90282541472222e+001dB,3.61654006328490e-001°)
1.21774808576280e+002	(2.90282606001336e+001dB,3.48682691977715e-001°)
1.26069187926521e+002	(2.90282666205125e+001dB,3.36130221142294e-001°)
1.30515008237494e+002	(2.90282722373666e+001dB,3.23981516377112e-001°)
1.35117610063146e+002	(2.90282774776181e+001dB,3.12221985139530e-001°)
1.39882522291652e+002	(2.90282823664732e+001dB,3.00837502273193e-001°)
1.44815468787007e+002	(2.90282869274713e+001dB,2.89814393050541e-001°)
1.49922375264834e+002	(2.90282911824929e+001dB,2.79139416755838e-001°)
1.55209376410667e+002	(2.90282951520251e+001dB,2.68799750788801e-001°)
1.60682823249257e+002	(2.90282988550744e+001dB,2.58782975269327e-001°)
1.66349290773760e+002	(2.90283023095303e+001dB,2.49077058125667e-001°)
1.72215585843964e+002	(2.90283055319287e+001dB,2.39670340647088e-001°)
1.78288755363049e+002	(2.90283085377847e+001dB,2.30551523484764e-001°)
1.84576094742701e+002	(2.90283113415180e+001dB,2.21709653084391e-001°)
1.91085156666741e+002	(2.90283139566555e+001dB,2.13134108532124e-001°)
1.97823760163812e+002	(2.90283163957323e+001dB,2.04814588801008e-001°)
2.04800000000003e+002	(2.90283186704835e+001dB,1.96741100381167e-001°)
2.12022256402718e+002	(2.90283207918432e+001dB,1.88903945278314e-001°)
2.19499205127437e+002	(2.90283227700247e+001dB,1.81293709367130e-001°)
2.27239827879498e+002	(2.90283246144677e+001dB,1.73901251085762e-001°)
2.35253423103397e+002	(2.90283263340886e+001dB,1.66717690457757e-001°)
2.43549617152561e+002	(2.90283279371936e+001dB,1.59734398426431e-001°)
2.52138375853043e+002	(2.90283294313968e+001dB,1.52942986492349e-001°)
2.61030016474989e+002	(2.90283308239386e+001dB,1.46335296638823e-001°)
2.70235220126293e+002	(2.90283321215176e+001dB,1.39903391532575e-001°)
2.79765044583305e+002	(2.90283333303668e+001dB,1.33639544993404e-001°)
2.89630937574015e+002	(2.90283344562581e+001dB,1.27536232711979e-001°)
2.99844750529669e+002	(2.90283355046704e+001dB,1.21586123215802e-001°)
3.10418752821335e+002	(2.90283364805994e+001dB,1.15782069060195e-001°)
3.21365646498515e+002	(2.90283373887513e+001dB,1.10117098247786e-001°)
3.32698581547520e+002	(2.90283382334678e+001dB,1.04584405852358e-001°)
3.44431171687928e+002	(2.90283390188077e+001dB,9.91773458447307e-002°)
3.56577510726099e+002	(2.90283397486029e+001dB,9.38894231169217e-002°)
3.69152189485403e+002	(2.90283404263578e+001dB,8.87142856712641e-002°)
3.82170313333483e+002	(2.90283410552961e+001dB,8.36457169999049e-002°)
3.95647520327624e+002	(2.90283416384513e+001dB,7.86776286126811e-002°)
4.09600000000007e+002	(2.90283421786999e+001dB,7.38040527302046e-002°)
4.24044512805436e+002	(2.90283426785347e+001dB,6.90191351115102e-002°)
4.38998410254874e+002	(2.90283431404201e+001dB,6.43171280254948e-002°)
4.54479655758998e+002	(2.90283435665816e+001dB,5.96923833478311e-002°)
4.70506846206794e+002	(2.90283439590447e+001dB,5.51393457760466e-002°)
4.87099234305124e+002	(2.90283443197898e+001dB,5.06525461616868e-002°)
5.04276751706087e+002	(2.90283446504767e+001dB,4.62265949360524e-002°)
5.22060032949979e+002	(2.90283449527529e+001dB,4.18561756451352e-002°)
5.40470440252588e+002	(2.90283452280812e+001dB,3.75360385560523e-002°)
5.59530089166611e+002	(2.90283454777774e+001dB,3.32609943620179e-002°)
5.79261875148031e+002	(2.90283457030295e+001dB,2.90259079431637e-002°)
5.99689501059339e+002	(2.90283459050220e+001dB,2.48256922037572e-002°)
6.20837505642671e+002	(2.90283460847471e+001dB,2.06553019660411e-002°)
6.42731292997030e+002	(2.90283462430146e+001dB,1.65097279033817e-002°)
6.65397163095041e+002	(2.90283463806475e+001dB,1.23839905303357e-002°)
6.88862343375856e+002	(2.90283464983773e+001dB,8.27313423262620e-003°)
7.13155021452198e+002	(2.90283465967848e+001dB,4.17222129483727e-003°)
7.38304378970806e+002	(2.90283466763550e+001dB,7.63259881780789e-005°)
7.64340626666967e+002	(2.90283467376043e+001dB,-4.01947134362522e-003°)
7.91295040655249e+002	(2.90283467807937e+001dB,-8.12009020190341e-003°)
8.19200000000016e+002	(2.90283468062571e+001dB,-1.22304558311171e-002°)
8.48089025610873e+002	(2.90283468141546e+001dB,-1.63555051411516e-002°)
8.77996820509748e+002	(2.90283468045587e+001dB,-2.05001926303378e-002°)
9.08959311517996e+002	(2.90283467776098e+001dB,-2.46694963319008e-002°)
9.41013692413589e+002	(2.90283467331208e+001dB,-2.88684238003597e-002°)
9.74198468610248e+002	(2.90283466711832e+001dB,-3.31020181127981e-002°)
1.00855350341218e+003	(2.90283465914846e+001dB,-3.73753639433415e-002°)
1.04412006589996e+003	(2.90283464937988e+001dB,-4.16935936569532e-002°)
1.08094088050518e+003	(2.90283463778336e+001dB,-4.60618934807400e-002°)
1.11906017833322e+003	(2.90283462431833e+001dB,-5.04855097200310e-002°)
1.15852375029606e+003	(2.90283460893554e+001dB,-5.49697550882795e-002°)
1.19937900211868e+003	(2.90283459158456e+001dB,-5.95200150618830e-002°)
1.24167501128534e+003	(2.90283457219796e+001dB,-6.41417543725293e-002°)
1.28546258599406e+003	(2.90283455070390e+001dB,-6.88405235699480e-002°)
1.33079432619008e+003	(2.90283452703602e+001dB,-7.36219656625577e-002°)
1.37772468675171e+003	(2.90283450110377e+001dB,-7.84918229595713e-002°)
1.42631004290440e+003	(2.90283447281047e+001dB,-8.34559439255978e-002°)
1.47660875794161e+003	(2.90283444204678e+001dB,-8.85202902364280e-002°)
1.52868125333394e+003	(2.90283440871127e+001dB,-9.36909439434851e-002°)
1.58259008131050e+003	(2.90283437266576e+001dB,-9.89741147636532e-002°)
1.63840000000003e+003	(2.90283433379001e+001dB,-1.04376147583974e-001°)
1.69617805122175e+003	(2.90283429194072e+001dB,-1.09903530079942e-001°)
1.75599364101950e+003	(2.90283424695615e+001dB,-1.15562900499089e-001°)
1.81791862303600e+003	(2.90283419866662e+001dB,-1.21361055689096e-001°)
1.88202738482718e+003	(2.90283414689428e+001dB,-1.27304959194789e-001°)
1.94839693722050e+003	(2.90283409143863e+001dB,-1.33401749724155e-001°)
2.01710700682435e+003	(2.90283403208701e+001dB,-1.39658749670781e-001°)
2.08824013179992e+003	(2.90283396860903e+001dB,-1.46083473940598e-001°)
2.16188176101036e+003	(2.90283390076071e+001dB,-1.52683638979066e-001°)
2.23812035666645e+003	(2.90283382827436e+001dB,-1.59467172034205e-001°)
2.31704750059213e+003	(2.90283375086823e+001dB,-1.66442220706725e-001°)
2.39875800423736e+003	(2.90283366821788e+001dB,-1.73617162788233e-001°)
2.48335002257069e+003	(2.90283358000935e+001dB,-1.81000616124019e-001°)
2.57092517198813e+003	(2.90283348587135e+001dB,-1.88601449239720e-001°)
2.66158865238017e+003	(2.90283338542692e+001dB,-1.96428791767410e-001°)
2.75544937350343e+003	(2.90283327824295e+001dB,-2.04492045568359e-001°)
2.85262008580880e+003	(2.90283316386532e+001dB,-2.12800895888967e-001°)
2.95321751588323e+003	(2.90283304183135e+001dB,-2.21365322994339e-001°)
3.05736250666788e+003	(2.90283291159813e+001dB,-2.30195614268441e-001°)
3.16518016262100e+003	(2.90283277260423e+001dB,-2.39302376380326e-001°)
3.27680000000007e+003	(2.90283262425113e+001dB,-2.48696548103231e-001°)
3.39235610244350e+003	(2.90283246587321e+001dB,-2.58389413456446e-001°)
3.51198728203900e+003	(2.90283229677253e+001dB,-2.68392615130525e-001°)
3.63583724607200e+003	(2.90283211619022e+001dB,-2.78718168491560e-001°)
3.76405476965437e+003	(2.90283192332601e+001dB,-2.89378475978299e-001°)
3.89679387444101e+003	(2.90283171728857e+001dB,-3.00386342027239e-001°)
4.03421401364871e+003	(2.90283149714839e+001dB,-3.11754988312467e-001°)
4.17648026359985e+003	(2.90283126188100e+001dB,-3.23498069689914e-001°)
4.32376352202072e+003	(2.90283101043064e+001dB,-3.35629690344698e-001°)
4.47624071333291e+003	(2.90283074158998e+001dB,-3.48164421088794e-001°)
4.63409500118427e+003	(2.90283045416125e+001dB,-3.61117316263326e-001°)
4.79751600847474e+003	(2.90283014677287e+001dB,-3.74503932299266e-001°)
4.96670004514139e+003	(2.90282981800284e+001dB,-3.88340346055076e-001°)
5.14185034397627e+003	(2.90282946629957e+001dB,-4.02643174116067e-001°)
5.32317730476035e+003	(2.90282909003013e+001dB,-4.17429592623313e-001°)
5.51089874700687e+003	(2.90282868741991e+001dB,-4.32717358036783e-001°)
5.70524017161761e+003	(2.90282825656270e+001dB,-4.48524828194616e-001°)
5.90643503176648e+003	(2.90282779543463e+001dB,-4.64870984401149e-001°)
6.11472501333576e+003	(2.90282730187848e+001dB,-4.81775453876639e-001°)
6.33036032524202e+003	(2.90282677353830e+001dB,-4.99258533835826e-001°)
6.55360000000016e+003	(2.90282620793471e+001dB,-5.17341214925050e-001°)
6.78471220488701e+003	(2.90282560241546e+001dB,-5.36045207023245e-001°)
7.02397456407802e+003	(2.90282495408799e+001dB,-5.55392964887572e-001°)
7.27167449214400e+003	(2.90282425991954e+001dB,-5.75407714928590e-001°)
7.52810953930875e+003	(2.90282351663435e+001dB,-5.96113483100358e-001°)
7.79358774888202e+003	(2.90282272072589e+001dB,-6.17535123456899e-001°)
8.06842802729744e+003	(2.90282186845257e+001dB,-6.39698348004970e-001°)
8.35296052719972e+003	(2.90282095579458e+001dB,-6.62629757264616e-001°)
8.64752704404145e+003	(2.90281997847088e+001dB,-6.86356871758527e-001°)
8.95248142666582e+003	(2.90281893190861e+001dB,-7.10908165319097e-001°)
9.26819000236854e+003	(2.90281781117899e+001dB,-7.36313098679964e-001°)
9.59503201694948e+003	(2.90281661105447e+001dB,-7.62602154623796e-001°)
9.93340009028279e+003	(2.90281532591998e+001dB,-7.89806874169120e-001°)
1.02837006879525e+004	(2.90281394979451e+001dB,-8.17959894383829e-001°)
1.06463546095207e+004	(2.90281247624892e+001dB,-8.47094987119694e-001°)
1.10217974940138e+004	(2.90281089848123e+001dB,-8.77247098525233e-001°)
1.14104803432352e+004	(2.90280920913596e+001dB,-9.08452391768561e-001°)
1.18128700635330e+004	(2.90280740042047e+001dB,-9.40748289012511e-001°)
1.22294500266715e+004	(2.90280546401289e+001dB,-9.74173515879827e-001°)
1.26607206504840e+004	(2.90280339098367e+001dB,-1.00876814807904e+000°)
1.31072000000003e+004	(2.90280117183769e+001dB,-1.04457365806813e+000°)
1.35694244097740e+004	(2.90279879641554e+001dB,-1.08163296483805e+000°)
1.40479491281561e+004	(2.90279625391673e+001dB,-1.11999048417278e+000°)
1.45433489842880e+004	(2.90279353277926e+001dB,-1.15969218181527e+000°)
1.50562190786175e+004	(2.90279062069456e+001dB,-1.20078562729590e+000°)
1.55871754977641e+004	(2.90278750453741e+001dB,-1.24332005041652e+000°)
1.61368560545949e+004	(2.90278417032552e+001dB,-1.28734639946089e+000°)
1.67059210543995e+004	(2.90278060315197e+001dB,-1.33291740156220e+000°)
1.72950540880829e+004	(2.90277678713885e+001dB,-1.38008762467807e+000°)
1.79049628533317e+004	(2.90277270540849e+001dB,-1.42891354170136e+000°)
1.85363800047371e+004	(2.90276833995910e+001dB,-1.47945359851905e+000°)
1.91900640338990e+004	(2.90276367166505e+001dB,-1.53176828106303e+000°)
1.98668001805656e+004	(2.90275868015652e+001dB,-1.58592018874071e+000°)
2.05674013759051e+004	(2.90275334381151e+001dB,-1.64197410699481e+000°)
2.12927092190415e+004	(2.90274763965058e+001dB,-1.69999708401999e+000°)
2.20435949880275e+004	(2.90274154320690e+001dB,-1.76005851140527e+000°)
2.28209606864705e+004	(2.90273502854877e+001dB,-1.82223020429874e+000°)
2.36257401270660e+004	(2.90272806814682e+001dB,-1.88658648777745e+000°)
2.44589000533431e+004	(2.90272063274991e+001dB,-1.95320428505728e+000°)
2.53214413009681e+004	(2.90271269135215e+001dB,-2.02216320835564e+000°)
2.62144000000007e+004	(2.90270421104138e+001dB,-2.09354565415011e+000°)
2.71388488195481e+004	(2.90269515696035e+001dB,-2.16743690061383e+000°)
2.80958982563122e+004	(2.90268549214285e+001dB,-2.24392521061842e+000°)
2.90866979685761e+004	(2.90267517737348e+001dB,-2.32310193702587e+000°)
3.01124381572351e+004	(2.90266417116637e+001dB,-2.40506163229606e+000°)
