Freq.	V(n002)
1.91085156666741e+002	(2.90426256706087e+001dB,2.14949474853810e-001°)
1.97823760163812e+002	(2.90426281036903e+001dB,2.06704242623602e-001°)
2.04800000000003e+002	(2.90426303733354e+001dB,1.98707311504596e-001°)
2.12022256402718e+002	(2.90426324904479e+001dB,1.90949075445110e-001°)
2.19499205127437e+002	(2.90426344652019e+001dB,1.83420215097296e-001°)
2.27239827879498e+002	(2.90426363070740e+001dB,1.76111686626054e-001°)
2.35253423103397e+002	(2.90426380249346e+001dB,1.69014710847563e-001°)
2.43549617152561e+002	(2.90426396269681e+001dB,1.62120762683594e-001°)
2.52138375853043e+002	(2.90426411210145e+001dB,1.55421560926885e-001°)
2.61030016474989e+002	(2.90426425141737e+001dB,1.48909058290350e-001°)
2.70235220126293e+002	(2.90426438131496e+001dB,1.42575431744161e-001°)
2.79765044583305e+002	(2.90426450241872e+001dB,1.36413073120511e-001°)
2.89630937574015e+002	(2.90426461531083e+001dB,1.30414579973782e-001°)
2.99844750529669e+002	(2.90426472053346e+001dB,1.24572746690578e-001°)
3.10418752821335e+002	(2.90426481859193e+001dB,1.18880555834817e-001°)
3.21365646498515e+002	(2.90426490995911e+001dB,1.13331169718709e-001°)
3.32698581547520e+002	(2.90426499507196e+001dB,1.07917922189925e-001°)
3.44431171687928e+002	(2.90426507434126e+001dB,1.02634310624543e-001°)
3.56577510726099e+002	(2.90426514814643e+001dB,9.74739881160391e-002°)
3.69152189485403e+002	(2.90426521684310e+001dB,9.24307558527864e-002°)
3.82170313333483e+002	(2.90426528076141e+001dB,8.74985556700979e-002°)
3.95647520327624e+002	(2.90426534020753e+001dB,8.26714627745497e-002°)
4.09600000000007e+002	(2.90426539546658e+001dB,7.79436786278390e-002°)
4.24044512805436e+002	(2.90426544680735e+001dB,7.33095239807293e-002°)
4.38998410254874e+002	(2.90426549447478e+001dB,6.87634320500147e-002°)
4.54479655758998e+002	(2.90426553869762e+001dB,6.42999418328596e-002°)
4.70506846206794e+002	(2.90426557968741e+001dB,5.99136915461547e-002°)
4.87099234305124e+002	(2.90426561764266e+001dB,5.55994121879698e-002°)
5.04276751706087e+002	(2.90426565274397e+001dB,5.13519212028975e-002°)
5.22060032949979e+002	(2.90426568515736e+001dB,4.71661162617157e-002°)
5.40470440252588e+002	(2.90426571504481e+001dB,4.30369691326732e-002°)
5.59530089166611e+002	(2.90426574254545e+001dB,3.89595196346782e-002°)
5.79261875148031e+002	(2.90426576779261e+001dB,3.49288696861267e-002°)
5.99689501059339e+002	(2.90426579090605e+001dB,3.09401774154800e-002°)
6.20837505642671e+002	(2.90426581199446e+001dB,2.69886513463102e-002°)
6.42731292997030e+002	(2.90426583116326e+001dB,2.30695446469550e-002°)
6.65397163095041e+002	(2.90426584849689e+001dB,1.91781494159677e-002°)
6.88862343375856e+002	(2.90426586408545e+001dB,1.53097910403278e-002°)
7.13155021452198e+002	(2.90426587800199e+001dB,1.14598225706668e-002°)
7.38304378970806e+002	(2.90426589031137e+001dB,7.62361913964322e-003°)
7.64340626666967e+002	(2.90426590106923e+001dB,3.79657240846548e-003°)
7.91295040655249e+002	(2.90426591032968e+001dB,-2.59149693888492e-005°)
8.19200000000016e+002	(2.90426591813200e+001dB,-3.84843486755653e-003°)
8.48089025610873e+002	(2.90426592451793e+001dB,-7.67557921133480e-003°)
8.77996820509748e+002	(2.90426592951089e+001dB,-1.15119454888787e-002°)
9.08959311517996e+002	(2.90426593313799e+001dB,-1.53621422722684e-002°)
9.41013692413589e+002	(2.90426593540925e+001dB,-1.92307947607019e-002°)
9.74198468610248e+002	(2.90426593633910e+001dB,-2.31225503231316e-002°)
1.00855350341218e+003	(2.90426593592398e+001dB,-2.70420840980957e-002°)
1.04412006589996e+003	(2.90426593416133e+001dB,-3.09941045944801e-002°)
1.08094088050518e+003	(2.90426593104413e+001dB,-3.49833593521685e-002°)
1.11906017833322e+003	(2.90426592654277e+001dB,-3.90146406564173e-002°)
1.15852375029606e+003	(2.90426592064458e+001dB,-4.30927912635284e-002°)
1.19937900211868e+003	(2.90426591331185e+001dB,-4.72227102542218e-002°)
1.24167501128534e+003	(2.90426590450483e+001dB,-5.14093588904217e-002°)
1.28546258599406e+003	(2.90426589417745e+001dB,-5.56577665860925e-002°)
1.33079432619008e+003	(2.90426588227184e+001dB,-5.99730369514645e-002°)
1.37772468675171e+003	(2.90426586872732e+001dB,-6.43603538910855e-002°)
1.42631004290440e+003	(2.90426585347041e+001dB,-6.88249878763945e-002°)
1.47660875794161e+003	(2.90426583642564e+001dB,-7.33723022345475e-002°)
1.52868125333394e+003	(2.90426581750017e+001dB,-7.80077596134307e-002°)
1.58259008131050e+003	(2.90426579659628e+001dB,-8.27369285244452e-002°)
1.63840000000003e+003	(2.90426577360394e+001dB,-8.75654900383877e-002°)
1.69617805122175e+003	(2.90426574840938e+001dB,-9.24992445984234e-002°)
1.75599364101950e+003	(2.90426572087762e+001dB,-9.75441189884063e-002°)
1.81791862303600e+003	(2.90426569086661e+001dB,-1.02706173441928e-001°)
1.88202738482718e+003	(2.90426565821952e+001dB,-1.07991608937074e-001°)
1.94839693722050e+003	(2.90426562277929e+001dB,-1.13406774602535e-001°)
2.01710700682435e+003	(2.90426558435439e+001dB,-1.18958175391856e-001°)
2.08824013179992e+003	(2.90426554274618e+001dB,-1.24652479853505e-001°)
2.16188176101036e+003	(2.90426549775647e+001dB,-1.30496528116021e-001°)
2.23812035666645e+003	(2.90426544914561e+001dB,-1.36497340176613e-001°)
2.31704750059213e+003	(2.90426539666505e+001dB,-1.42662124265804e-001°)
2.39875800423736e+003	(2.90426534006002e+001dB,-1.48998285502888e-001°)
2.48335002257069e+003	(2.90426527904585e+001dB,-1.55513434779068e-001°)
2.57092517198813e+003	(2.90426521331007e+001dB,-1.62215397978534e-001°)
2.66158865238017e+003	(2.90426514252855e+001dB,-1.69112225234684e-001°)
2.75544937350343e+003	(2.90426506634016e+001dB,-1.76212200740989e-001°)
2.85262008580880e+003	(2.90426498438129e+001dB,-1.83523852536597e-001°)
2.95321751588323e+003	(2.90426489623231e+001dB,-1.91055962892626e-001°)
3.05736250666788e+003	(2.90426480146536e+001dB,-1.98817578772708e-001°)
3.16518016262100e+003	(2.90426469961038e+001dB,-2.06818022721340e-001°)
3.27680000000007e+003	(2.90426459017092e+001dB,-2.15066903999172e-001°)
3.39235610244350e+003	(2.90426447260472e+001dB,-2.23574130225160e-001°)
3.51198728203900e+003	(2.90426434633836e+001dB,-2.32349919138797e-001°)
3.63583724607200e+003	(2.90426421076648e+001dB,-2.41404810961985e-001°)
3.76405476965437e+003	(2.90426406521722e+001dB,-2.50749681020879e-001°)
3.89679387444101e+003	(2.90426390898526e+001dB,-2.60395752726367e-001°)
4.03421401364871e+003	(2.90426374131544e+001dB,-2.70354611194585e-001°)
4.17648026359985e+003	(2.90426356140116e+001dB,-2.80638216924304e-001°)
4.32376352202072e+003	(2.90426336836717e+001dB,-2.91258920360428e-001°)
4.47624071333291e+003	(2.90426316127704e+001dB,-3.02229476606398e-001°)
4.63409500118427e+003	(2.90426293915040e+001dB,-3.13563060657980e-001°)
4.79751600847474e+003	(2.90426270090941e+001dB,-3.25273283299806e-001°)
4.96670004514139e+003	(2.90426244541153e+001dB,-3.37374207427445e-001°)
5.14185034397627e+003	(2.90426217142188e+001dB,-3.49880364843731e-001°)
5.32317730476035e+003	(2.90426187764779e+001dB,-3.62806773612620e-001°)
5.51089874700687e+003	(2.90426156266946e+001dB,-3.76168956246208e-001°)
5.70524017161761e+003	(2.90426122498590e+001dB,-3.89982958104480e-001°)
5.90643503176648e+003	(2.90426086298069e+001dB,-4.04265366786095e-001°)
6.11472501333576e+003	(2.90426047493406e+001dB,-4.19033331737601e-001°)
6.33036032524202e+003	(2.90426005899005e+001dB,-4.34304585130167e-001°)
6.55360000000016e+003	(2.90425961317892e+001dB,-4.50097462690349e-001°)
6.78471220488701e+003	(2.90425913536487e+001dB,-4.66430926119832e-001°)
7.02397456407802e+003	(2.90425862329712e+001dB,-4.83324585152389e-001°)
7.27167449214400e+003	(2.90425807453181e+001dB,-5.00798721688833e-001°)
7.52810953930875e+003	(2.90425748648333e+001dB,-5.18874313398888e-001°)
7.79358774888202e+003	(2.90425685635365e+001dB,-5.37573059404946e-001°)
8.06842802729744e+003	(2.90425618116954e+001dB,-5.56917405690162e-001°)
8.35296052719972e+003	(2.90425545775111e+001dB,-5.76930572181312e-001°)
8.64752704404145e+003	(2.90425468267045e+001dB,-5.97636580515497e-001°)
8.95248142666582e+003	(2.90425385228933e+001dB,-6.19060282463217e-001°)
9.26819000236854e+003	(2.90425296270896e+001dB,-6.41227389793770e-001°)
9.59503201694948e+003	(2.90425200974925e+001dB,-6.64164504899472e-001°)
9.93340009028279e+003	(2.90425098894456e+001dB,-6.87899152407298e-001°)
1.02837006879525e+004	(2.90424989551156e+001dB,-7.12459812235860e-001°)
1.06463546095207e+004	(2.90424872436242e+001dB,-7.37875953094220e-001°)
1.10217974940138e+004	(2.90424747002977e+001dB,-7.64178068027213e-001°)
1.14104803432352e+004	(2.90424612668906e+001dB,-7.91397710410188e-001°)
1.18128700635330e+004	(2.90424468809680e+001dB,-8.19567531564047e-001°)
1.22294500266715e+004	(2.90424314760734e+001dB,-8.48721319616705e-001°)
1.26607206504840e+004	(2.90424149810728e+001dB,-8.78894039600376e-001°)
1.31072000000003e+004	(2.90423973200870e+001dB,-9.10121874919167e-001°)
1.35694244097740e+004	(2.90423784119220e+001dB,-9.42442270780902e-001°)
1.40479491281561e+004	(2.90423581700969e+001dB,-9.75893977852382e-001°)
1.45433489842880e+004	(2.90423365022819e+001dB,-1.01051709891226e+000°)
1.50562190786175e+004	(2.90423133099307e+001dB,-1.04635313615132e+000°)
1.55871754977641e+004	(2.90422884879601e+001dB,-1.08344504028254e+000°)
1.61368560545949e+004	(2.90422619244374e+001dB,-1.12183726147564e+000°)
1.67059210543995e+004	(2.90422334998465e+001dB,-1.16157580236375e+000°)
1.72950540880829e+004	(2.90422030868990e+001dB,-1.20270827219688e+000°)
1.79049628533317e+004	(2.90421705500886e+001dB,-1.24528394313866e+000°)
1.85363800047371e+004	(2.90421357449778e+001dB,-1.28935380912168e+000°)
1.91900640338990e+004	(2.90420985177883e+001dB,-1.33497064571707e+000°)
1.98668001805656e+004	(2.90420587050286e+001dB,-1.38218907280146e+000°)
2.05674013759051e+004	(2.90420161325137e+001dB,-1.43106561980476e+000°)
2.12927092190415e+004	(2.90419706152169e+001dB,-1.48165879171889e+000°)
2.20435949880275e+004	(2.90419219561768e+001dB,-1.53402913958014e+000°)
2.28209606864705e+004	(2.90418699463081e+001dB,-1.58823933127931e+000°)
2.36257401270660e+004	(2.90418143631226e+001dB,-1.64435422740603e+000°)
2.44589000533431e+004	(2.90417549705560e+001dB,-1.70244095658803e+000°)
2.53214413009681e+004	(2.90416915178707e+001dB,-1.76256899720208e+000°)
2.62144000000007e+004	(2.90416237387899e+001dB,-1.82481025912192e+000°)
2.71388488195481e+004	(2.90415513506939e+001dB,-1.88923917010471e+000°)
2.80958982563122e+004	(2.90414740538479e+001dB,-1.95593276441295e+000°)
2.90866979685761e+004	(2.90413915300174e+001dB,-2.02497077616165e+000°)
3.01124381572351e+004	(2.90413034418680e+001dB,-2.09643573390905e+000°)
