Freq.	V(n002)
2.42514650641665e+000	(2.88097044550785e+001dB,1.78929434069083e+001°)
2.51066911326962e+000	(2.88246050453438e+001dB,1.72939272245016e+001°)
2.59920766833997e+000	(2.88385325022144e+001dB,1.67143003578015e+001°)
2.69086852881191e+000	(2.88515488724237e+001dB,1.61534993313275e+001°)
2.78576180254762e+000	(2.88637124373080e+001dB,1.56109707846788e+001°)
2.88400148035468e+000	(2.88750779171405e+001dB,1.50861719479291e+001°)
2.98570557291781e+000	(2.88856966674832e+001dB,1.45785710313813e+001°)
3.09099625255953e+000	(2.88956168674602e+001dB,1.40876475377819e+001°)
3.20000000000002e+000	(2.89048836998986e+001dB,1.36128925045107e+001°)
3.31284775629243e+000	(2.89135395233745e+001dB,1.31538086827290e+001°)
3.42967508011616e+000	(2.89216240362290e+001dB,1.27099106599840e+001°)
3.55062231061713e+000	(2.89291744326262e+001dB,1.22807249323473e+001°)
3.67583473599054e+000	(2.89362255509764e+001dB,1.18657899313871e+001°)
3.80546276800874e+000	(2.89428100146830e+001dB,1.14646560113739e+001°)
3.93966212270376e+000	(2.89489583656663e+001dB,1.10768854010307e+001°)
4.07859400742167e+000	(2.89546991907168e+001dB,1.07020521243561e+001°)
4.22242531447330e+000	(2.89600592410456e+001dB,1.03397418942199e+001°)
4.37132882161410e+000	(2.89650635452558e+001dB,9.98955198233540e+000°)
4.52548339959394e+000	(2.89697355159427e+001dB,9.65109106882026e+000°)
4.68507422702604e+000	(2.89740970503273e+001dB,9.32397907417792e+000°)
4.85029301283332e+000	(2.89781686250509e+001dB,9.00784697642143e+000°)
5.02133822653925e+000	(2.89819693854545e+001dB,8.70233661563269e+000°)
5.19841533667995e+000	(2.89855172297028e+001dB,8.40710048807419e+000°)
5.38173705762382e+000	(2.89888288877911e+001dB,8.12180153187043e+000°)
5.57152360509524e+000	(2.89919199959271e+001dB,7.84611290582909e+000°)
5.76800296070936e+000	(2.89948051663655e+001dB,7.57971776306692e+000°)
5.97141114583562e+000	(2.89974980530251e+001dB,7.32230902068998e+000°)
6.18199250511907e+000	(2.90000114131000e+001dB,7.07358912680827e+000°)
6.40000000000006e+000	(2.90023571648009e+001dB,6.83326982598980e+000°)
6.62569551258488e+000	(2.90045464416347e+001dB,6.60107192397601e+000°)
6.85935016023234e+000	(2.90065896431951e+001dB,6.37672505264919e+000°)
7.10124462123427e+000	(2.90084964828179e+001dB,6.15996743588868e+000°)
7.35166947198109e+000	(2.90102760322464e+001dB,5.95054565697049e+000°)
7.61092553601749e+000	(2.90119367634373e+001dB,5.74821442811031e+000°)
7.87932424540754e+000	(2.90134865877477e+001dB,5.55273636256627e+000°)
8.15718801484335e+000	(2.90149328926070e+001dB,5.36388174976973e+000°)
8.44485062894660e+000	(2.90162825758473e+001dB,5.18142833382014e+000°)
8.74265764322822e+000	(2.90175420778239e+001dB,5.00516109563149e+000°)
9.05096679918790e+000	(2.90187174114916e+001dB,4.83487203897889e+000°)
9.37014845405209e+000	(2.90198141905129e+001dB,4.67035998067574e+000°)
9.70058602566664e+000	(2.90208376555657e+001dB,4.51143034501234e+000°)
1.00426764530785e+001	(2.90217926989574e+001dB,4.35789496260470e+000°)
1.03968306733599e+001	(2.90226838875835e+001dB,4.20957187379110e+000°)
1.07634741152477e+001	(2.90235154844757e+001dB,4.06628513654457e+000°)
1.11430472101905e+001	(2.90242914688759e+001dB,3.92786463907507e+000°)
1.15360059214187e+001	(2.90250155550231e+001dB,3.79414591707316e+000°)
1.19428222916713e+001	(2.90256912097080e+001dB,3.66496997561639e+000°)
1.23639850102382e+001	(2.90263216686943e+001dB,3.54018311573997e+000°)
1.28000000000001e+001	(2.90269099520274e+001dB,3.41963676565306e+000°)
1.32513910251698e+001	(2.90274588783414e+001dB,3.30318731655683e+000°)
1.37187003204647e+001	(2.90279710782876e+001dB,3.19069596300509e+000°)
1.42024892424686e+001	(2.90284490069687e+001dB,3.08202854780543e+000°)
1.47033389439622e+001	(2.90288949556472e+001dB,2.97705541132419e+000°)
1.52218510720350e+001	(2.90293110626431e+001dB,2.87565124518395e+000°)
1.57586484908151e+001	(2.90296993234905e+001dB,2.77769495026662e+000°)
1.63143760296867e+001	(2.90300616004680e+001dB,2.68306949891571e+000°)
1.68897012578932e+001	(2.90303996314682e+001dB,2.59166180128122e+000°)
1.74853152864565e+001	(2.90307150382717e+001dB,2.50336257572543e+000°)
1.81019335983758e+001	(2.90310093343175e+001dB,2.41806622316430e+000°)
1.87402969081042e+001	(2.90312839318856e+001dB,2.33567070530859e+000°)
1.94011720513333e+001	(2.90315401488805e+001dB,2.25607742665149e+000°)
2.00853529061570e+001	(2.90317792151038e+001dB,2.17919112016636e+000°)
2.07936613467199e+001	(2.90320022781500e+001dB,2.10491973658272e+000°)
2.15269482304953e+001	(2.90322104088734e+001dB,2.03317433716468e+000°)
2.22860944203810e+001	(2.90324046065306e+001dB,1.96386898989539e+000°)
2.30720118428375e+001	(2.90325858035574e+001dB,1.89692066897418e+000°)
2.38856445833426e+001	(2.90327548700293e+001dB,1.83224915754041e+000°)
2.47279700204763e+001	(2.90329126178019e+001dB,1.76977695353343e+000°)
2.56000000000003e+001	(2.90330598044477e+001dB,1.70942917857305e+000°)
2.65027820503396e+001	(2.90331971368642e+001dB,1.65113348981984e+000°)
2.74374006409294e+001	(2.90333252746765e+001dB,1.59481999469667e+000°)
2.84049784849372e+001	(2.90334448332816e+001dB,1.54042116839142e+000°)
2.94066778879245e+001	(2.90335563870029e+001dB,1.48787177405312e+000°)
3.04437021440700e+001	(2.90336604716884e+001dB,1.43710878562244e+000°)
3.15172969816302e+001	(2.90337575873475e+001dB,1.38807131318634e+000°)
3.26287520593735e+001	(2.90338482005052e+001dB,1.34070053080318e+000°)
3.37794025157865e+001	(2.90339327464960e+001dB,1.29493960669956e+000°)
3.49706305729130e+001	(2.90340116314814e+001dB,1.25073363579740e+000°)
3.62038671967517e+001	(2.90340852344790e+001dB,1.20802957445095e+000°)
3.74805938162085e+001	(2.90341539091052e+001dB,1.16677617737822e+000°)
3.88023441026667e+001	(2.90342179853306e+001dB,1.12692393666799e+000°)
4.01707058123142e+001	(2.90342777710131e+001dB,1.08842502283017e+000°)
4.15873226934398e+001	(2.90343335534370e+001dB,1.05123322780112e+000°)
4.30538964609907e+001	(2.90343856006244e+001dB,1.01530390986467e+000°)
4.45721888407621e+001	(2.90344341626732e+001dB,9.80593940396701e-001°)
4.61440236856751e+001	(2.90344794729307e+001dB,9.47061652404183e-001°)
4.77712891666852e+001	(2.90345217491273e+001dB,9.14666790777031e-001°)
4.94559400409527e+001	(2.90345611944238e+001dB,8.83370464208692e-001°)
5.12000000000007e+001	(2.90345979983572e+001dB,8.53135098731843e-001°)
5.30055641006792e+001	(2.90346323377946e+001dB,8.23924392802377e-001°)
5.48748012818590e+001	(2.90346643777621e+001dB,7.95703273898275e-001°)
5.68099569698744e+001	(2.90346942722261e+001dB,7.68437856571705e-001°)
5.88133557758490e+001	(2.90347221648570e+001dB,7.42095401907473e-001°)
6.08874042881402e+001	(2.90347481896864e+001dB,7.16644278346500e-001°)
6.30345939632606e+001	(2.90347724718166e+001dB,6.92053923817602e-001°)
6.52575041187471e+001	(2.90347951278963e+001dB,6.68294809151918e-001°)
6.75588050315731e+001	(2.90348162668249e+001dB,6.45338402714608e-001°)
6.99412611458260e+001	(2.90348359902107e+001dB,6.23157136230125e-001°)
7.24077343935035e+001	(2.90348543928660e+001dB,6.01724371755883e-001°)
7.49611876324171e+001	(2.90348715631534e+001dB,5.81014369764128e-001°)
7.76046882053335e+001	(2.90348875836439e+001dB,5.61002258288768e-001°)
8.03414116246284e+001	(2.90349025313333e+001dB,5.41664003116655e-001°)
8.31746453868797e+001	(2.90349164780445e+001dB,5.22976378976904e-001°)
8.61077929219816e+001	(2.90349294908243e+001dB,5.04916941686301e-001°)
8.91443776815244e+001	(2.90349416322311e+001dB,4.87464001244087e-001°)
9.22880473713504e+001	(2.90349529605677e+001dB,4.70596595815124e-001°)
9.55425783333705e+001	(2.90349635303150e+001dB,4.54294466586474e-001°)
9.89118800819056e+001	(2.90349733922583e+001dB,4.38538033471581e-001°)
1.02400000000002e+002	(2.90349825938003e+001dB,4.23308371615367e-001°)
1.06011128201359e+002	(2.90349911791759e+001dB,4.08587188689224e-001°)
1.09749602563718e+002	(2.90349991896371e+001dB,3.94356802949516e-001°)
1.13619913939749e+002	(2.90350066637052e+001dB,3.80600122011200e-001°)
1.17626711551698e+002	(2.90350136373038e+001dB,3.67300622341143e-001°)
1.21774808576280e+002	(2.90350201439925e+001dB,3.54442329426558e-001°)
1.26069187926521e+002	(2.90350262148801e+001dB,3.42009798605010e-001°)
1.30515008237494e+002	(2.90350318792683e+001dB,3.29988096520425e-001°)
1.35117610063146e+002	(2.90350371643455e+001dB,3.18362783203975e-001°)
1.39882522291652e+002	(2.90350420955221e+001dB,3.07119894737087e-001°)
1.44815468787007e+002	(2.90350466965243e+001dB,2.96245926490503e-001°)
1.49922375264834e+002	(2.90350509894784e+001dB,2.85727816908399e-001°)
1.55209376410667e+002	(2.90350549949338e+001dB,2.75552931832131e-001°)
1.60682823249257e+002	(2.90350587322253e+001dB,2.65709049323568e-001°)
1.66349290773760e+002	(2.90350622192549e+001dB,2.56184345003867e-001°)
1.72215585843964e+002	(2.90350654728352e+001dB,2.46967377839185e-001°)
1.78288755363049e+002	(2.90350685086002e+001dB,2.38047076417343e-001°)
1.84576094742701e+002	(2.90350713411641e+001dB,2.29412725644806e-001°)
1.91085156666741e+002	(2.90350739840158e+001dB,2.21053953887593e-001°)
1.97823760163812e+002	(2.90350764499988e+001dB,2.12960720505397e-001°)
2.04800000000003e+002	(2.90350787508724e+001dB,2.05123303807395e-001°)
2.12022256402718e+002	(2.90350808977105e+001dB,1.97532289366836e-001°)
2.19499205127437e+002	(2.90350829009507e+001dB,1.90178558721714e-001°)
2.27239827879498e+002	(2.90350847701364e+001dB,1.83053278420668e-001°)
2.35253423103397e+002	(2.90350865141797e+001dB,1.76147889417329e-001°)
2.43549617152561e+002	(2.90350881415584e+001dB,1.69454096785522e-001°)
2.52138375853043e+002	(2.90350896600118e+001dB,1.62963859764877e-001°)
2.61030016474989e+002	(2.90350910769051e+001dB,1.56669382093097e-001°)
2.70235220126293e+002	(2.90350923990034e+001dB,1.50563102658781e-001°)
2.79765044583305e+002	(2.90350936326531e+001dB,1.44637686399282e-001°)
2.89630937574015e+002	(2.90350947840315e+001dB,1.38886015509700e-001°)
2.99844750529669e+002	(2.90350958582526e+001dB,1.33301180886882e-001°)
3.10418752821335e+002	(2.90350968607103e+001dB,1.27876473817713e-001°)
3.21365646498515e+002	(2.90350977962231e+001dB,1.22605377949100e-001°)
3.32698581547520e+002	(2.90350986692223e+001dB,1.17481561434302e-001°)
3.44431171687928e+002	(2.90350994840277e+001dB,1.12498869343782e-001°)
3.56577510726099e+002	(2.90351002443770e+001dB,1.07651316265163e-001°)
3.69152189485403e+002	(2.90351009541329e+001dB,1.02933079123164e-001°)
3.82170313333483e+002	(2.90351016164929e+001dB,9.83384901647629e-002°)
3.95647520327624e+002	(2.90351022349209e+001dB,9.38620301774582e-002°)
4.09600000000007e+002	(2.90351028119826e+001dB,8.94983218395480e-002°)
4.24044512805436e+002	(2.90351033507343e+001dB,8.52421232673638e-002°)
4.38998410254874e+002	(2.90351038538081e+001dB,8.10883217298184e-002°)
4.54479655758998e+002	(2.90351043234274e+001dB,7.70319274884927e-002°)
4.70506846206794e+002	(2.90351047619265e+001dB,7.30680678131031e-002°)
4.87099234305124e+002	(2.90351051714977e+001dB,6.91919811296408e-002°)
5.04276751706087e+002	(2.90351055540112e+001dB,6.53990113048295e-002°)
5.22060032949979e+002	(2.90351059115047e+001dB,6.16846020365946e-002°)
5.40470440252588e+002	(2.90351062453229e+001dB,5.80442914033971e-002°)
5.59530089166611e+002	(2.90351065573429e+001dB,5.44737064809391e-002°)
5.79261875148031e+002	(2.90351068489656e+001dB,5.09685581104076e-002°)
5.99689501059339e+002	(2.90351071217242e+001dB,4.75246357378106e-002°)
6.20837505642671e+002	(2.90351073767144e+001dB,4.41378023492162e-002°)
6.42731292997030e+002	(2.90351076153574e+001dB,4.08039895115359e-002°)
6.65397163095041e+002	(2.90351078386391e+001dB,3.75191924834762e-002°)
6.88862343375856e+002	(2.90351080477617e+001dB,3.42794653980713e-002°)
7.13155021452198e+002	(2.90351082437281e+001dB,3.10809165270384e-002°)
7.38304378970806e+002	(2.90351084273710e+001dB,2.79197036236312e-002°)
7.64340626666967e+002	(2.90351085997545e+001dB,2.47920292649842e-002°)
7.91295040655249e+002	(2.90351087614681e+001dB,2.16941363363839e-002°)
8.19200000000016e+002	(2.90351089134570e+001dB,1.86223034780307e-002°)
8.48089025610873e+002	(2.90351090564299e+001dB,1.55728406471069e-002°)
8.77996820509748e+002	(2.90351091910399e+001dB,1.25420846773476e-002°)
9.08959311517996e+002	(2.90351093179237e+001dB,9.52639486084564e-003°)
9.41013692413589e+002	(2.90351094377410e+001dB,6.52214858765872e-003°)
9.74198468610248e+002	(2.90351095509914e+001dB,3.52573700939146e-003°)
1.00855350341218e+003	(2.90351096583591e+001dB,5.33560667021003e-004°)
1.04412006589996e+003	(2.90351097601189e+001dB,-2.45797479288367e-003°)
1.08094088050518e+003	(2.90351098570403e+001dB,-5.45246297313234e-003°)
1.11906017833322e+003	(2.90351099494540e+001dB,-8.45350099628114e-003°)
1.15852375029606e+003	(2.90351100377730e+001dB,-1.14646938902286e-002°)
1.19937900211868e+003	(2.90351101224099e+001dB,-1.44896588535868e-002°)
1.24167501128534e+003	(2.90351102039455e+001dB,-1.75320296443413e-002°)
1.28546258599406e+003	(2.90351102824909e+001dB,-2.05954609119066e-002°)
1.33079432619008e+003	(2.90351103586863e+001dB,-2.36836326402520e-002°)
1.37772468675171e+003	(2.90351104327051e+001dB,-2.68002544968339e-002°)
1.42631004290440e+003	(2.90351105050729e+001dB,-2.99490703406901e-002°)
1.47660875794161e+003	(2.90351105760329e+001dB,-3.31338627117535e-002°)
1.52868125333394e+003	(2.90351106459457e+001dB,-3.63584573555615e-002°)
1.58259008131050e+003	(2.90351107151686e+001dB,-3.96267278468956e-002°)
1.63840000000003e+003	(2.90351107839576e+001dB,-4.29426002164612e-002°)
1.69617805122175e+003	(2.90351108528051e+001dB,-4.63100576734255e-002°)
1.75599364101950e+003	(2.90351109217033e+001dB,-4.97331454291709e-002°)
1.81791862303600e+003	(2.90351109914721e+001dB,-5.32159754652287e-002°)
1.88202738482718e+003	(2.90351110619666e+001dB,-5.67627315850237e-002°)
1.94839693722050e+003	(2.90351111338397e+001dB,-6.03776743534492e-002°)
2.01710700682435e+003	(2.90351112073801e+001dB,-6.40651462721208e-002°)
2.08824013179992e+003	(2.90351112830012e+001dB,-6.78295769424303e-002°)
2.16188176101036e+003	(2.90351113607947e+001dB,-7.16754884324867e-002°)
2.23812035666645e+003	(2.90351114414017e+001dB,-7.56075007027621e-002°)
2.31704750059213e+003	(2.90351115250842e+001dB,-7.96303371456648e-002°)
2.39875800423736e+003	(2.90351116123707e+001dB,-8.37488302207224e-002°)
2.48335002257069e+003	(2.90351117035136e+001dB,-8.79679273609399e-002°)
2.57092517198813e+003	(2.90351117990819e+001dB,-9.22926968313263e-002°)
2.66158865238017e+003	(2.90351118993606e+001dB,-9.67283338149631e-002°)
2.75544937350343e+003	(2.90351120051151e+001dB,-1.01280166719911e-001°)
2.85262008580880e+003	(2.90351121165576e+001dB,-1.05953663521179e-001°)
2.95321751588323e+003	(2.90351122343907e+001dB,-1.10754438375802e-001°)
3.05736250666788e+003	(2.90351123591417e+001dB,-1.15688258317980e-001°)
3.16518016262100e+003	(2.90351124915473e+001dB,-1.20761050193497e-001°)
3.27680000000007e+003	(2.90351126319035e+001dB,-1.25978907879672e-001°)
3.39235610244350e+003	(2.90351127811346e+001dB,-1.31348099465250e-001°)
3.51198728203900e+003	(2.90351129399828e+001dB,-1.36875074839810e-001°)
3.63583724607200e+003	(2.90351131090857e+001dB,-1.42566473475810e-001°)
3.76405476965437e+003	(2.90351132893303e+001dB,-1.48429132366194e-001°)
3.89679387444101e+003	(2.90351134816641e+001dB,-1.54470094254756e-001°)
4.03421401364871e+003	(2.90351136868933e+001dB,-1.60696616084273e-001°)
4.17648026359985e+003	(2.90351139059672e+001dB,-1.67116177757211e-001°)
4.32376352202072e+003	(2.90351141399228e+001dB,-1.73736491035077e-001°)
4.47624071333291e+003	(2.90351143901632e+001dB,-1.80565508938181e-001°)
4.63409500118427e+003	(2.90351146574980e+001dB,-1.87611435168362e-001°)
4.79751600847474e+003	(2.90351149434685e+001dB,-1.94882734053464e-001°)
4.96670004514139e+003	(2.90351152494284e+001dB,-2.02388140698457e-001°)
5.14185034397627e+003	(2.90351155767676e+001dB,-2.10136671445620e-001°)
5.32317730476035e+003	(2.90351159269628e+001dB,-2.18137634782613e-001°)
5.51089874700687e+003	(2.90351163019379e+001dB,-2.26400642471848e-001°)
5.70524017161761e+003	(2.90351167033705e+001dB,-2.34935621130187e-001°)
5.90643503176648e+003	(2.90351171333107e+001dB,-2.43752824124592e-001°)
6.11472501333576e+003	(2.90351175936448e+001dB,-2.52862843948471e-001°)
6.33036032524202e+003	(2.90351180864834e+001dB,-2.62276624913412e-001°)
6.55360000000016e+003	(2.90351186145237e+001dB,-2.72005476365117e-001°)
6.78471220488701e+003	(2.90351191801783e+001dB,-2.82061086164592e-001°)
7.02397456407802e+003	(2.90351197861033e+001dB,-2.92455534861377e-001°)
7.27167449214400e+003	(2.90351204351754e+001dB,-3.03201310177899e-001°)
7.52810953930875e+003	(2.90351211306193e+001dB,-3.14311321950151e-001°)
7.79358774888202e+003	(2.90351218756160e+001dB,-3.25798917812773e-001°)
8.06842802729744e+003	(2.90351226739263e+001dB,-3.37677899074790e-001°)
8.35296052719972e+003	(2.90351235293338e+001dB,-3.49962537433781e-001°)
8.64752704404145e+003	(2.90351244459421e+001dB,-3.62667592091582e-001°)
8.95248142666582e+003	(2.90351254281141e+001dB,-3.75808327537770e-001°)
9.26819000236854e+003	(2.90351264806060e+001dB,-3.89400531926240e-001°)
9.59503201694948e+003	(2.90351276083387e+001dB,-4.03460535953236e-001°)
9.93340009028279e+003	(2.90351288169060e+001dB,-4.18005232697115e-001°)
1.02837006879525e+004	(2.90351301120373e+001dB,-4.33052097792711e-001°)
1.06463546095207e+004	(2.90351314999716e+001dB,-4.48619210543729e-001°)
1.10217974940138e+004	(2.90351329873196e+001dB,-4.64725275657349e-001°)
1.14104803432352e+004	(2.90351345814021e+001dB,-4.81389645745189e-001°)
1.18128700635330e+004	(2.90351362895468e+001dB,-4.98632344713297e-001°)
1.22294500266715e+004	(2.90351381200132e+001dB,-5.16474091760826e-001°)
1.26607206504840e+004	(2.90351400819167e+001dB,-5.34936326423821e-001°)
1.31072000000003e+004	(2.90351421842060e+001dB,-5.54041234346898e-001°)
1.35694244097740e+004	(2.90351444373899e+001dB,-5.73811774074805e-001°)
1.40479491281561e+004	(2.90351468519391e+001dB,-5.94271704706512e-001°)
1.45433489842880e+004	(2.90351494397770e+001dB,-6.15445614456847e-001°)
1.50562190786175e+004	(2.90351522129040e+001dB,-6.37358950519030e-001°)
1.55871754977641e+004	(2.90351551847771e+001dB,-6.60038049520949e-001°)
1.61368560545949e+004	(2.90351583696386e+001dB,-6.83510169434330e-001°)
1.67059210543995e+004	(2.90351617828678e+001dB,-7.07803522463251e-001°)
1.72950540880829e+004	(2.90351654406100e+001dB,-7.32947309104633e-001°)
1.79049628533317e+004	(2.90351693605144e+001dB,-7.58971753420511e-001°)
1.85363800047371e+004	(2.90351735611794e+001dB,-7.85908139547280e-001°)
1.91900640338990e+004	(2.90351780628106e+001dB,-8.13788849505989e-001°)
1.98668001805656e+004	(2.90351828870836e+001dB,-8.42647402412261e-001°)
2.05674013759051e+004	(2.90351880567609e+001dB,-8.72518495013171e-001°)
2.12927092190415e+004	(2.90351935967227e+001dB,-9.03438043674248e-001°)
2.20435949880275e+004	(2.90351995333689e+001dB,-9.35443227932087e-001°)
2.28209606864705e+004	(2.90352058950934e+001dB,-9.68572535487467e-001°)
2.36257401270660e+004	(2.90352127122648e+001dB,-1.00286580895660e+000°)
2.44589000533431e+004	(2.90352200173582e+001dB,-1.03836429422285e+000°)
2.53214413009681e+004	(2.90352278453107e+001dB,-1.07511069047858e+000°)
2.62144000000007e+004	(2.90352362331658e+001dB,-1.11314920220844e+000°)
2.71388488195481e+004	(2.90352452211125e+001dB,-1.15252559284991e+000°)
2.80958982563122e+004	(2.90352548517377e+001dB,-1.19328724066557e+000°)
2.90866979685761e+004	(2.90352651710278e+001dB,-1.23548319633652e+000°)
3.01124381572351e+004	(2.90352762279370e+001dB,-1.27916424297280e+000°)
